Award ID,Description,Contract Award Type,naics,naics_description,Recipient Name,Awarding Agency,awarding_agency_id,Start Date,End Date,Award Amount,base_and_all_options,generated_internal_id,generated_unique_award_id,internal_id,number_of_offers_received,Last Modified Date,base_and_all_options,Period of Performance Current End Date,Prime Recipient Name,Sub-Awardee Name,Sub-Award Amount,Funding Agency,Contract Duration,Contract Duration (Years),Days Until Contract Ends,Contract Status,Months Until Contract Ends,SortMonthBins,NAICSCodeDesc,AwardAmount_Binned,SortAmountBins,PastAwards_URL
49100422F0174,"OPERATIONAL, TECHNICAL SUPPORT, AND TRANSITION ACTIVITIES OF THE  EXCELLENCE AWARDS IN SCIENCE AND ENGINEERING (EASE) PROGRAM",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,National Science Foundation,655.0,2022-09-01,2023-03-15,1241788.63,,CONT_AWD_49100422F0174_4900_GS00F008DA_4732,,151508052,,2023-02-15,,,,,,National Science Foundation,195.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_49100422F0174_4900_GS00F008DA_4732
49100419F1088,IT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,National Science Foundation,655.0,2019-07-16,2024-07-15,244157028.87,,CONT_AWD_49100419F1088_4900_GS35F386DA_4732,,81648196,,2023-09-22,,,,,,National Science Foundation,1826.0,5,275,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_49100419F1088_4900_GS35F386DA_4732
49100418F1045,IGF::OT::IGF   ACCOUNTING AND FINANCIAL SUPPORT SERVICES,DELIVERY ORDER,,,KPMG LLP,National Science Foundation,655.0,2018-04-01,2023-12-31,14365605.18,,CONT_AWD_49100418F1045_4900_GS00F275CA_4732,,62511615,,2023-08-28,,,,,,National Science Foundation,2100.0,6,78,Active,0-3 months,1.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_49100418F1045_4900_GS00F275CA_4732
47QTCB19F0004,IGF::OT::IGF FOR OTHER FUNCTIONS - AWARDING THE FEDERAL PUBLIC KEY INFRASTRUCTURE MANAGEMENT AUTHORITY (FPKIMA) RE-COMPETE.,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2019-03-01,2024-09-30,24232561.31,,CONT_AWD_47QTCB19F0004_4732_GS00Q09BGD0055_4735,,77891466,,2023-09-29,,,,,,General Services Administration,2040.0,6,352,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QTCB19F0004_4732_GS00Q09BGD0055_4735
47QSWC20F0078,TACOM SPSID LOGISTICAL SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-06-16,2021-03-15,302932.8,,CONT_AWD_47QSWC20F0078_4732_GS00F008DA_4732,,98104992,,2021-01-24,,,,,,Department of Defense,272.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QSWC20F0078_4732_GS00F008DA_4732
47QSCC18F0008XF98,PROVIDING OMS STERLING PLATFORM TO GSS,DELIVERY ORDER,,,INTERNATIONAL BUSINESS MACHINES CORPORATION,General Services Administration,614.0,2018-07-28,2022-07-27,30642507.62,,CONT_AWD_47QSCC18F0008XF98_4732_GS00Q09BGD0034_4735,,88871705,,2021-10-05,,,,,,General Services Administration,1460.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QSCC18F0008XF98_4732_GS00Q09BGD0034_4735
47QPCA20F0007,2030 IT ROADMAP SUPPORT,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,General Services Administration,614.0,2020-03-06,2021-05-31,728282.84,,CONT_AWD_47QPCA20F0007_4732_47QRAA18D001P_4732,,95448689,,2023-08-10,,,,,,General Services Administration,451.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QPCA20F0007_4732_47QRAA18D001P_4732
47QMCB23F000B,PMO CONTRACT TRANSITION AND BUSINESS PLANNING SUPPORT SERVICES FOR ETSNEXT GENERATION,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,General Services Administration,614.0,2023-04-28,2023-10-31,985695.71,,CONT_AWD_47QMCB23F000B_4732_GS00Q14OADU113_4732,,158596290,,2023-08-10,,,,,,General Services Administration,186.0,1,17,Active,0-3 months,1.0,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QMCB23F000B_4732_GS00Q14OADU113_4732
47QMCB20F000C,DESCR N.A.,DELIVERY ORDER,,,"CACI, INC. - FEDERAL",General Services Administration,614.0,2020-04-01,2021-09-30,0.0,,CONT_AWD_47QMCB20F000C_4732_GS00F268CA_4732,,111660306,,2021-04-13,,,,,,General Services Administration,547.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,,,https://www.usaspending.gov/award/CONT_AWD_47QMCB20F000C_4732_GS00F268CA_4732
47QMCB19F0002,DESCR N.A.,DELIVERY ORDER,,,"CACI, INC. - FEDERAL",General Services Administration,614.0,2019-02-14,2020-03-31,187872.0,,CONT_AWD_47QMCB19F0002_4732_GS00F268CA_4732,,79508392,,2019-10-31,,,,,,General Services Administration,411.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QMCB19F0002_4732_GS00F268CA_4732
47QFWA22F0038,CDC AIIS SUPPORT SERVICES,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,General Services Administration,614.0,2022-09-30,2023-09-29,10138256.54,,CONT_AWD_47QFWA22F0038_4732_47QTCK18D0029_4732,,152301336,,2023-08-18,,,,,,Department of Health and Human Services,364.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFWA22F0038_4732_47QTCK18D0029_4732
47QFWA22F0032,WORKS DATABASE MANAGEMENT SYSTEM,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2022-08-31,2024-10-31,518161.92,,CONT_AWD_47QFWA22F0032_4732_47QFWA19D0002_4732,,151318001,,2023-09-29,,,,,,Department of Defense,792.0,2,383,Active,12-18 months,4.0,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QFWA22F0032_4732_47QFWA19D0002_4732
47QFWA22F0009,GROUND BASED STRATEGIC DETERRENT (GBSD) PROGRAM OFFICE LIFE CYCLE MANAGEMENT PROGRAM INTEGRATED DATA ENVIRONMENT (LCMP-IDE) SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2022-02-18,2024-02-17,21475893.96,,CONT_AWD_47QFWA22F0009_4732_47QTCK18D0004_4732,,146219788,,2023-09-20,,,,,,Department of Defense,729.0,2,126,Active,3-6 months,2.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA22F0009_4732_47QTCK18D0004_4732
47QFWA21F0044,TWO 2 F16C MULTITASK TRAINER  GUARD MTT GR PROCUREMENT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-09-30,2024-09-29,8295776.75,,CONT_AWD_47QFWA21F0044_4732_47QFWA19D0002_4732,,140469202,,2023-08-21,,,,,,Department of Defense,1095.0,3,351,Active,6-12 months,3.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0044_4732_47QFWA19D0002_4732
47QFWA21F0026,UNITED STATES AIR FORCE LIFE CYCLE MANAGEMENT CENTER AFLCMC SPECIAL ACCESS PROGRAMS SAP INFORMATION ASSURANCE  MISSION ASSURANCE IAMA SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-08-03,2024-08-02,17344080.19,,CONT_AWD_47QFWA21F0026_4732_47QTCK18D0004_4732,,138632902,,2023-09-26,,,,,,Department of Defense,1095.0,3,293,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0026_4732_47QTCK18D0004_4732
47QFWA21F0024,AIR FORCE DAMO,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-07-06,2024-07-05,15441802.46,,CONT_AWD_47QFWA21F0024_4732_47QTCK18D0004_4732,,138193996,,2023-09-18,,,,,,Department of Defense,1095.0,3,265,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0024_4732_47QTCK18D0004_4732
47QFWA21F0018,T6 B1 AND C130 LCMP SUPPORT IDIQ TASK ORDER.  PERFORMANCE PRIMARILY AT CONTRACT LOCATION IN VA.  BASE AND 4 OPTIONS,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-04-23,2024-04-22,7410733.93,,CONT_AWD_47QFWA21F0018_4732_47QTCK18D0004_4732,,131525851,,2023-08-30,,,,,,Department of Defense,1095.0,3,191,Active,6-12 months,3.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0018_4732_47QTCK18D0004_4732
47QFWA21F0009,LOGISTICAL SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-03-16,2024-03-15,1273281.08,,CONT_AWD_47QFWA21F0009_4732_GS00F008DA_4732,,127860585,,2023-06-21,,,,,,Department of Defense,1095.0,3,153,Active,3-6 months,2.0,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0009_4732_GS00F008DA_4732
47QFWA21F0008,"KC135 TANKER SUPPORT SYSTEMS PROGRAM OFFICE, WRIGHT PATTERSON AFB, DAYTON OHIO",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-02-22,2024-02-21,46453510.82,,CONT_AWD_47QFWA21F0008_4732_47QTCK18D0004_4732,,125139082,,2023-09-29,,,,,,Department of Defense,1094.0,3,130,Active,3-6 months,2.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0008_4732_47QTCK18D0004_4732
47QFWA21F0006,SPECIAL ACCESS PROGRAM IT SERVICES FIGHTERS AND BOMBERS DIRECTORATE BRIDGE TASK ORDER,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-01-20,2021-08-03,4767513.98,,CONT_AWD_47QFWA21F0006_4732_47QTCK18D0004_4732,,123200182,,2021-09-30,,,,,,Department of Defense,195.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_47QFWA21F0006_4732_47QTCK18D0004_4732
47QFWA20F0028,"AFIMSC REQUIRES PROFESSIONAL SERVICES TO SUPPORT THE INSTALLATION HEALTH ASSESSMENT IN THIS NON-PERSONAL SERVICES TASK ORDER. JOINT BASE SAN ANTONIO (JBSA), TEXAS",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-08-28,2024-08-27,46390942.42,,CONT_AWD_47QFWA20F0028_4732_GS00Q14OADU108_4732,,109332883,,2023-09-29,,,,,,Department of Defense,1460.0,4,318,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0028_4732_GS00Q14OADU108_4732
47QFWA20F0024,"PROPULSION LCMP IDE AFLCMC, MISSION SUPPORT FOR LIFECYCLE MANAGEMENT PROCESS, TINKER AFB OK",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-07-17,2024-07-16,8743059.7,,CONT_AWD_47QFWA20F0024_4732_47QTCK18D0004_4732,,98734620,,2023-09-30,,,,,,Department of Defense,1460.0,4,276,Active,6-12 months,3.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0024_4732_47QTCK18D0004_4732
47QFWA20F0023,"INFORMATOIN ASSURANCE AND MISSION ASSURANCE COMMERCIAL DERIVATIVE AIRCRAFT DIVISION, TINKER AFB OKLAHOMA",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-07-20,2024-07-19,88764962.52,,CONT_AWD_47QFWA20F0023_4732_47QTCK18D0004_4732,,101896336,,2023-09-29,,,,,,Department of Defense,1460.0,4,279,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0023_4732_47QTCK18D0004_4732
47QFWA20F0022,AMTES SUPPORT TASK ORDER,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-07-20,2023-10-16,4997282.52,,CONT_AWD_47QFWA20F0022_4732_47QFWA19D0002_4732,,98703909,,2023-07-30,,,,,,Department of Defense,1183.0,3,2,Active,0-3 months,1.0,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0022_4732_47QFWA19D0002_4732
47QFWA20F0019,"PEO DIGITAL LCMPIDE, INFORMATION ASSURANCE FOR MISSION SUPPORT",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-07-17,2024-07-16,8823376.18,,CONT_AWD_47QFWA20F0019_4732_47QTCK18D0004_4732,,98651148,,2023-07-24,,,,,,Department of Defense,1460.0,4,276,Active,6-12 months,3.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0019_4732_47QTCK18D0004_4732
47QFWA20F0018,"B52 INFORMATION ASSURANCE MISSION SUPPORT, TINKER AIR FORCE BASE, OKLAHOMA",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-07-20,2024-07-19,66809284.07,,CONT_AWD_47QFWA20F0018_4732_GS00Q14OADU308_4732,,98703908,,2023-09-20,,,,,,Department of Defense,1460.0,4,279,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0018_4732_GS00Q14OADU308_4732
47QFWA20F0011,CSIA DIVISION SUPPORT SERVICES,DELIVERY ORDER,,,"CACI, INC. - FEDERAL",General Services Administration,614.0,2020-04-07,2024-04-06,330980771.03,,CONT_AWD_47QFWA20F0011_4732_47QTCK18D0009_4732,,96253799,,2023-09-28,,,,,,Department of Defense,1460.0,4,175,Active,3-6 months,2.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0011_4732_47QTCK18D0009_4732
47QFWA20F0005,AMTES BRIDGE #2,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-01-14,2020-04-13,352775.67,,CONT_AWD_47QFWA20F0005_4732_47QTCK18D0004_4732,,94031291,,2020-01-13,,,,,,Department of Defense,90.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0005_4732_47QTCK18D0004_4732
47QFWA20F0002,"E4B AND E6B PLATFORM SUPPORT ON BEHALF OF THE 595TH COMMAND AND CONTROL GROU (C2G) BASED AT OFFUTT AIR FORCE BASE, NEBRASKA",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2019-11-01,2023-10-31,15823710.4,,CONT_AWD_47QFWA20F0002_4732_GS00Q14OADU308_4732,,88248488,,2023-08-10,,,,,,Department of Defense,1460.0,4,17,Active,0-3 months,1.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA20F0002_4732_GS00Q14OADU308_4732
47QFWA19F0053,WORK ORDER REQUIREMENTS AND KITTING SYSTEM (WORKS) UPGRADE,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2019-09-30,2020-07-15,167959.5,,CONT_AWD_47QFWA19F0053_4732_47QFWA19D0002_4732,,86703182,,2021-01-24,,,,,,Department of Defense,289.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QFWA19F0053_4732_47QFWA19D0002_4732
47QFWA19F0051,F16 MTTG PROCUREMENT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2019-09-30,2024-05-31,75888083.94,,CONT_AWD_47QFWA19F0051_4732_47QTCK18D0004_4732,,86754445,,2023-07-13,,,,,,Department of Defense,1705.0,5,230,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA19F0051_4732_47QTCK18D0004_4732
47QFWA19F0043,IMCOM MISSION ASSURANCE,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2019-09-23,2022-03-03,25005652.6,,CONT_AWD_47QFWA19F0043_4732_GS00Q14OADU108_4732,,86770174,,2023-06-26,,,,,,Department of Defense,892.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA19F0043_4732_GS00Q14OADU108_4732
47QFWA18F0059,IGF::OT::IGF SPACE SUPERIORITY TRAINING SYSTEMS SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2018-09-17,2023-09-16,16110215.89,,CONT_AWD_47QFWA18F0059_4732_GS00Q09BGD0019_4735,,68303150,,2023-07-31,,,,,,Department of Defense,1825.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFWA18F0059_4732_GS00Q09BGD0019_4735
47QFWA18F0009,IGF::OT::IGF DECA ISS BRIDGE,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2018-03-01,2018-05-31,805594.65,,CONT_AWD_47QFWA18F0009_4732_GS35F080CA_4732,,62462549,,2021-01-24,,,,,,Department of Defense,91.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_47QFWA18F0009_4732_GS35F080CA_4732
47QFSA23F0091,FBI STOR 193,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,General Services Administration,614.0,2023-09-29,2024-09-28,12861520.2,,CONT_AWD_47QFSA23F0091_4732_47QRAA18D001P_4732,,163378037,,2023-09-29,,,,,,Department of Justice,365.0,1,350,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA23F0091_4732_47QRAA18D001P_4732
47QFSA23F0028,FBI LEARNING SYSTEMS INFORMATION TECHNOLOGY TECHNICAL PROGRAM AND PROJECT MANAGEMENT SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2023-04-01,2024-03-31,6032877.05,,CONT_AWD_47QFSA23F0028_4732_47QTCK18D0004_4732,,157710444,,2023-09-29,,,,,,Department of Justice,365.0,1,169,Active,3-6 months,2.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFSA23F0028_4732_47QTCK18D0004_4732
47QFSA23F0008,C4ISR TECHNICAL ENGINEERING RESEARCH AND SUSTAINMENT SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2023-01-01,2023-12-31,15343412.96,,CONT_AWD_47QFSA23F0008_4732_47QTCK18D0004_4732,,154682236,,2023-09-19,,,,,,Department of Defense,364.0,1,78,Active,0-3 months,1.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA23F0008_4732_47QTCK18D0004_4732
47QFSA22F0138,COMBINED FEDERATED BATTLE LABORATORIES NETWORK CFBLNET SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2022-09-26,2023-09-25,7658248.19,,CONT_AWD_47QFSA22F0138_4732_47QTCK18D0004_4732,,152044192,,2023-08-03,,,,,,Department of Defense,364.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFSA22F0138_4732_47QTCK18D0004_4732
47QFSA22F0136,CENTCOM RESOURCES  ANALYSIS SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2022-09-24,2023-09-23,19922707.57,,CONT_AWD_47QFSA22F0136_4732_GS00Q14OADU108_4732,,151855760,,2023-09-21,,,,,,Department of Defense,364.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA22F0136_4732_GS00Q14OADU108_4732
47QFSA22F0037,AFNORTH IT SUPPORT BRIDGE EFFORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-12-01,2022-09-30,3714172.47,,CONT_AWD_47QFSA22F0037_4732_47QTCK18D0004_4732,,143853009,,2022-10-27,,,,,,Department of Defense,303.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_47QFSA22F0037_4732_47QTCK18D0004_4732
47QFSA21F0114,USCENTCOM OPERATIONAL ENTERPRISE SERVICES OES II,DELIVERY ORDER,,,"ECS FEDERAL, LLC",General Services Administration,614.0,2021-09-01,2023-09-06,21627931.19,,CONT_AWD_47QFSA21F0114_4732_47QTCK18D0047_4732,,139051628,,2023-08-31,,,,,,Department of Defense,735.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA21F0114_4732_47QTCK18D0047_4732
47QFSA21F0112,AFNORTH IT SUPPORT,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2021-09-01,2024-09-18,7686468.08,,CONT_AWD_47QFSA21F0112_4732_47QTCK18D0003_4732,,139175061,,2023-09-26,,,,,,Department of Defense,1113.0,3,340,Active,6-12 months,3.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFSA21F0112_4732_47QTCK18D0003_4732
47QFSA21F0088,INFORMATION TECHNOLOGY IT SUPPORT FOR AFNORTH FOR MISSION DEPLOYED SYSTEMS AND SPECIAL PROGRAMS,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-09-01,2021-09-01,0.0,,CONT_AWD_47QFSA21F0088_4732_47QTCK18D0004_4732,,137953190,,2022-05-27,,,,,,Department of Defense,0.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,,,https://www.usaspending.gov/award/CONT_AWD_47QFSA21F0088_4732_47QTCK18D0004_4732
47QFSA21F0009,J39 SENIOR MILITARY ENGAGEMENT PROGRAM SMEP SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2021-03-01,2024-02-29,41081787.91,,CONT_AWD_47QFSA21F0009_4732_H9222215D0022_9700,,123017579,,2023-10-04,,,,,,Department of Defense,1095.0,3,138,Active,3-6 months,2.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA21F0009_4732_H9222215D0022_9700
47QFSA20F0098,EPA AIR QUALITY MODELING AND SIMULATION ANALYSIS FY2020,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2020-09-30,2023-09-29,2554504.24,,CONT_AWD_47QFSA20F0098_4732_GS00F057CA_4732,,110246365,,2023-09-29,,,,,,Environmental Protection Agency,1094.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_47QFSA20F0098_4732_GS00F057CA_4732
47QFSA20F0066,J3 INTERNATIONAL SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-06-15,2024-03-14,7140466.9,,CONT_AWD_47QFSA20F0066_4732_H9222215D0022_9700,,97685062,,2023-09-29,,,,,,Department of Defense,1368.0,4,152,Active,3-6 months,2.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFSA20F0066_4732_H9222215D0022_9700
47QFSA20F0052,COUNTER WEAPONS OF MASS DESTRUCTION,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-05-15,2024-05-14,26153386.11,,CONT_AWD_47QFSA20F0052_4732_H9222215D0022_9700,,96882980,,2023-09-29,,,,,,Department of Defense,1460.0,4,213,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA20F0052_4732_H9222215D0022_9700
47QFSA20F0031,USSOCOM J39 MISO AND CA SME SUPPORT,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2020-04-20,2024-04-05,6338948.3,,CONT_AWD_47QFSA20F0031_4732_H9222215D0022_9700,,95926503,,2023-04-12,,,,,,Department of Defense,1446.0,4,174,Active,3-6 months,2.0,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_47QFSA20F0031_4732_H9222215D0022_9700
47QFSA19F0058,USER PRODUCTIVITY ENHANCEMENT AND TRAINING (PET),DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2019-07-11,2024-06-30,36811682.23,,CONT_AWD_47QFSA19F0058_4732_47QTCK18D0003_4732,,81956327,,2023-09-26,,,,,,Department of Defense,1816.0,5,260,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA19F0058_4732_47QTCK18D0003_4732
47QFSA19F0051,IGF::CL::IGF HUMAN DIMENSION SUPPORT SERVICES HDSS,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2019-09-01,2024-08-31,115860777.18,,CONT_AWD_47QFSA19F0051_4732_GS00Q14OADU406_4732,,81399695,,2023-10-09,,,,,,Department of Defense,1826.0,5,322,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA19F0051_4732_GS00Q14OADU406_4732
47QFSA19F0029,AFSOF C2MS BRIDGE,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",General Services Administration,614.0,2019-04-01,2019-11-30,18160032.18,,CONT_AWD_47QFSA19F0029_4732_47QTCK18D0003_4732,,79340939,,2023-08-29,,,,,,Department of Defense,243.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA19F0029_4732_47QTCK18D0003_4732
47QFSA18F0073,"NATIONAL CAPITAL REGION, INTEGRATED AIR DEFENSE SYSTEM, INFORMATION TECHNOLOGY SUPPORT IGF::OT::IGF",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,General Services Administration,614.0,2018-09-22,2024-03-21,61878730.73,,CONT_AWD_47QFSA18F0073_4732_GS00Q09BGD0019_4735,,67951513,,2023-09-28,,,,,,Department of Defense,2007.0,5,159,Active,3-6 months,2.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_47QFSA18F0073_4732_GS00Q09BGD0019_4735
